id,percentage,nett_value,spa,comm,ren_id,sale_id,created_at,updated_at
90,25.0,190800.0,191250.0,2690.28,39,53,2017-04-29 09:10:20.11093,2017-04-29 09:10:20.147294
962,50.0,673075.0,1035500.0,15817.2625,21,481,2017-05-31 03:15:28.533535,2017-05-31 03:15:28.543794
963,50.0,673075.0,1035500.0,15817.2625,36,481,2017-05-31 03:15:28.548372,2017-05-31 03:15:28.555438
968,100.0,1337050.0,2057000.0,31420.675,36,325,2017-05-31 08:53:16.893097,2017-05-31 08:53:16.897693
91,50.0,353320.0,401500.0,4981.81,31,54,2017-04-29 09:10:20.226413,2017-04-29 09:10:20.349734
92,50.0,353320.0,401500.0,4981.81,7,54,2017-04-29 09:10:20.306347,2017-04-29 09:10:20.351246
1011,25.0,148949.55,165499.5,700.062885,37,502,2017-06-04 10:32:56.437595,2017-06-04 10:32:56.444981
1012,75.0,446848.65,496498.5,2100.188655,226,502,2017-06-04 10:32:56.454201,2017-06-04 10:32:56.459759
93,75.0,513480.0,583500.0,7240.07,7,55,2017-04-29 09:10:20.434911,2017-04-29 09:10:20.552446
94,25.0,171160.0,194500.0,2413.36,40,55,2017-04-29 09:10:20.516076,2017-04-29 09:10:20.554875
95,100.0,693440.0,788000.0,9777.5,33,56,2017-04-29 09:10:20.645566,2017-04-29 09:10:20.692128
96,50.0,342760.0,389500.0,4832.92,25,57,2017-04-29 09:10:20.778783,2017-04-29 09:10:20.905328
97,50.0,342760.0,389500.0,4832.92,26,57,2017-04-29 09:10:20.862883,2017-04-29 09:10:20.907192
100,100.0,689040.0,783000.0,9715.46,37,59,2017-04-29 09:10:21.218916,2017-04-29 09:10:21.264342
101,90.0,609840.0,693000.0,8598.74,33,60,2017-04-29 09:10:21.350808,2017-04-29 09:10:21.476943
102,10.0,67760.0,77000.0,955.42,7,60,2017-04-29 09:10:21.435006,2017-04-29 09:10:21.478663
810,50.0,402262.5,473250.0,6428.15475,2,150,2017-05-15 06:13:11.552055,2017-05-15 06:13:11.560748
103,90.0,595584.0,676800.0,8397.73,39,61,2017-04-29 09:10:21.561163,2017-04-29 09:10:21.682188
104,10.0,66176.0,75200.0,933.08,7,61,2017-04-29 09:10:21.63895,2017-04-29 09:10:21.683968
811,50.0,402262.5,473250.0,6428.15475,28,150,2017-05-15 06:13:11.566217,2017-05-15 06:13:11.571388
105,100.0,677600.0,770000.0,9554.16,39,62,2017-04-29 09:10:21.766041,2017-04-29 09:10:21.808395
696,75.0,344250.0,382500.0,2588.76,24,399,2017-05-07 07:11:49.268269,2017-05-07 07:11:49.308972
697,25.0,114750.0,127500.0,862.92,26,399,2017-05-07 07:11:49.327767,2017-05-07 07:11:49.351917
106,100.0,722480.0,821000.0,10186.97,39,63,2017-04-29 09:10:21.893025,2017-04-29 09:10:21.923698
829,100.0,600844.0,701800.0,5647.9336,37,441,2017-05-17 11:08:54.048329,2017-05-17 11:08:54.053439
107,100.0,689040.0,783000.0,9715.46,7,64,2017-04-29 09:10:22.006092,2017-04-29 09:10:22.046521
830,50.0,234850.0,260350.0,1766.072,13,442,2017-05-17 12:19:08.43041,2017-05-17 12:19:08.434459
831,50.0,234850.0,260350.0,1766.072,187,442,2017-05-17 12:19:08.43923,2017-05-17 12:19:08.443947
730,50.0,136620.0,148500.0,1284.228,7,412,2017-05-09 10:35:03.415293,2017-05-09 10:35:03.42888
731,25.0,68310.0,74250.0,642.114,31,412,2017-05-09 10:35:03.437456,2017-05-09 10:35:03.441486
732,25.0,68310.0,74250.0,642.114,33,412,2017-05-09 10:35:03.446521,2017-05-09 10:35:03.450292
108,70.0,455840.0,518000.0,6427.34,42,65,2017-04-29 09:10:22.134028,2017-04-29 09:10:22.358712
109,20.0,130240.0,148000.0,1836.38,43,65,2017-04-29 09:10:22.216374,2017-04-29 09:10:22.360094
110,10.0,65120.0,74000.0,918.19,7,65,2017-04-29 09:10:22.310885,2017-04-29 09:10:22.361433
877,100.0,576601.0,662760.0,9214.08398,15,462,2017-05-24 10:05:54.958778,2017-05-24 10:05:54.977529
111,90.0,586080.0,666000.0,8263.73,35,66,2017-04-29 09:10:22.46189,2017-04-29 09:10:22.512825
736,100.0,462350.0,516500.0,3476.872,37,414,2017-05-10 04:52:47.040833,2017-05-10 04:52:47.052772
768,50.0,413879.85,532000.0,6613.800003,87,424,2017-05-12 10:28:21.455783,2017-05-12 10:28:21.467035
112,100.0,679360.0,772000.0,9578.98,34,67,2017-04-29 09:10:22.597896,2017-04-29 09:10:22.643976
769,25.0,206939.925,266000.0,3306.9000015,55,424,2017-05-12 10:28:21.472301,2017-05-12 10:28:21.475429
113,100.0,648560.0,737000.0,9144.7,37,68,2017-04-29 09:10:22.732557,2017-04-29 09:10:22.78849
770,12.5,103469.9625,133000.0,1653.45000075,1,424,2017-05-12 10:28:21.479284,2017-05-12 10:28:21.482519
771,12.5,103469.9625,133000.0,1653.45000075,18,424,2017-05-12 10:28:21.486476,2017-05-12 10:28:21.48936
114,100.0,657360.0,747000.0,9268.78,37,69,2017-04-29 09:10:22.878376,2017-04-29 09:10:22.919865
776,50.0,419009.85,538000.0,6695.777403,87,425,2017-05-12 10:34:08.267816,2017-05-12 10:34:08.271445
777,25.0,209504.925,269000.0,3347.8887015,55,425,2017-05-12 10:34:08.2761,2017-05-12 10:34:08.279381
778,12.5,104752.4625,134500.0,1673.94435075,1,425,2017-05-12 10:34:08.283268,2017-05-12 10:34:08.29017
115,90.0,611424.0,694800.0,8621.08,44,70,2017-04-29 09:10:23.008627,2017-04-29 09:10:23.137938
116,10.0,67936.0,77200.0,957.9,7,70,2017-04-29 09:10:23.091947,2017-04-29 09:10:23.13966
779,12.5,104752.4625,134500.0,1673.94435075,18,425,2017-05-12 10:34:08.294423,2017-05-12 10:34:08.297715
117,100.0,490320.0,544800.0,4609.01,37,71,2017-04-29 09:10:23.225329,2017-04-29 09:10:23.269431
780,50.0,395240.0,482000.0,6315.9352,76,426,2017-05-13 07:13:57.109654,2017-05-13 07:13:57.115598
781,50.0,395240.0,482000.0,6315.9352,57,426,2017-05-13 07:13:57.120184,2017-05-13 07:13:57.123522
118,100.0,487620.0,541800.0,4583.63,37,72,2017-04-29 09:10:23.357951,2017-04-29 09:10:23.390128
119,75.0,664200.0,738000.0,15608.7,18,73,2017-04-29 09:10:23.473958,2017-04-29 09:10:23.591471
120,25.0,221400.0,246000.0,5202.9,1,73,2017-04-29 09:10:23.558599,2017-04-29 09:10:23.592909
929,50.0,909588.0,1136985.0,12825.1908,28,208,2017-05-28 06:15:08.423445,2017-05-28 06:15:08.428095
930,50.0,909588.0,1136985.0,12825.1908,2,208,2017-05-28 06:15:08.433594,2017-05-28 06:15:08.437607
959,100.0,597679.0,699040.0,9550.91042,21,478,2017-05-30 12:00:58.51553,2017-05-30 12:00:58.520061
973,100.0,293480.0,319000.0,2758.712,31,484,2017-05-31 15:46:02.123507,2017-05-31 15:46:02.132377
1014,12.5,122400.0,136000.0,2876.4,4,504,2017-06-04 10:58:23.484382,2017-06-04 10:58:23.492274
1015,37.5,367200.0,408000.0,8629.2,3,504,2017-06-04 10:58:23.501426,2017-06-04 10:58:23.507891
1016,50.0,489600.0,544000.0,11505.6,30,504,2017-06-04 10:58:23.516307,2017-06-04 10:58:23.522019
644,50.0,335720.0,381500.0,4733.652,7,369,2017-04-30 11:58:17.003526,2017-04-30 11:58:17.018939
121,65.0,463450.0,526500.0,6534.65,45,74,2017-04-29 09:10:23.676515,2017-04-29 09:10:23.902763
122,25.0,178250.0,202500.0,2513.33,46,74,2017-04-29 09:10:23.766642,2017-04-29 09:10:23.904595
123,10.0,71300.0,81000.0,1005.33,7,74,2017-04-29 09:10:23.862813,2017-04-29 09:10:23.905995
645,50.0,335720.0,381500.0,4733.652,25,369,2017-04-30 11:58:17.033027,2017-04-30 11:58:17.047075
688,25.0,107500.0,115000.0,808.4,39,394,2017-05-06 05:22:42.898849,2017-05-06 05:22:42.909138
689,75.0,322500.0,345000.0,2425.2,38,394,2017-05-06 05:22:42.930599,2017-05-06 05:22:42.941263
691,50.0,239600.0,265100.0,1801.792,13,396,2017-05-06 14:50:50.741724,2017-05-06 14:50:50.748817
692,50.0,239600.0,265100.0,1801.792,24,396,2017-05-06 14:50:50.7575,2017-05-06 14:50:50.764176
124,65.0,466180.0,529750.0,6573.14,45,75,2017-04-29 09:10:23.990564,2017-04-29 09:10:24.20559
125,65.0,466180.0,529750.0,6573.14,46,75,2017-04-29 09:10:24.072028,2017-04-29 09:10:24.209591
126,10.0,71720.0,81500.0,1011.25,7,75,2017-04-29 09:10:24.167662,2017-04-29 09:10:24.211499
695,100.0,563239.0,658760.0,9000.55922,101,398,2017-05-06 17:02:42.697491,2017-05-06 17:02:42.702532
931,100.0,743155.0,874300.0,11875.6169,57,472,2017-05-28 09:14:44.463299,2017-05-28 09:14:44.467572
127,50.0,353320.0,401500.0,4981.81,47,76,2017-04-29 09:10:24.299256,2017-04-29 09:10:24.417032
128,50.0,353320.0,401500.0,4981.81,29,76,2017-04-29 09:10:24.382636,2017-04-29 09:10:24.418393
808,50.0,342529.6,411200.0,5473.623008,28,112,2017-05-15 06:12:49.282912,2017-05-15 06:12:49.288219
809,50.0,342529.6,411200.0,5473.623008,2,112,2017-05-15 06:12:49.496788,2017-05-15 06:12:49.500523
832,100.0,635000.0,676300.0,4775.2,13,443,2017-05-17 12:25:18.580871,2017-05-17 12:25:18.590244
960,100.0,469000.0,520000.0,3526.88,97,482,2017-05-30 13:10:09.918433,2017-05-30 13:10:09.928524
129,50.0,353320.0,401500.0,4981.81,47,77,2017-04-29 09:10:24.498774,2017-04-29 09:10:24.613128
130,50.0,353320.0,401500.0,4981.81,29,77,2017-04-29 09:10:24.576546,2017-04-29 09:10:24.614569
733,25.0,115000.0,115000.0,864.8,7,413,2017-05-09 10:38:44.288552,2017-05-09 10:38:44.305773
131,100.0,656480.0,746000.0,9256.37,41,78,2017-04-29 09:10:24.712864,2017-04-29 09:10:24.744117
734,75.0,345000.0,345000.0,2594.4,192,413,2017-05-09 10:38:44.356772,2017-05-09 10:38:44.372319
132,100.0,460000.0,460000.0,3450.12,39,79,2017-04-29 09:10:24.826174,2017-04-29 09:10:24.873128
974,100.0,293480.0,319000.0,2758.712,31,485,2017-05-31 15:46:04.791474,2017-05-31 15:46:04.797668
737,100.0,495544.0,579800.0,4658.1136,37,415,2017-05-10 08:07:06.194807,2017-05-10 08:07:06.210257
134,25.0,168058.0,199750.0,2369.62,7,81,2017-04-29 09:10:25.118036,2017-04-29 09:10:25.263716
135,25.0,168058.0,199750.0,2369.62,31,81,2017-04-29 09:10:25.207459,2017-04-29 09:10:25.265442
782,100.0,726684.0,886200.0,11612.41032,76,427,2017-05-13 07:17:43.096918,2017-05-13 07:17:43.100599
136,50.0,298836.0,356000.0,4213.59,7,82,2017-04-29 09:10:25.35876,2017-04-29 09:10:25.486929
137,50.0,298836.0,356000.0,4213.59,31,82,2017-04-29 09:10:25.438228,2017-04-29 09:10:25.488938
138,100.0,659120.0,749000.0,9293.59,37,83,2017-04-29 09:10:25.58061,2017-04-29 09:10:25.630174
139,100.0,651200.0,740000.0,9181.92,37,84,2017-04-29 09:10:25.71139,2017-04-29 09:10:25.752685
140,100.0,482220.0,535800.0,4532.87,37,85,2017-04-29 09:10:25.845252,2017-04-29 09:10:25.88603
141,100.0,460000.0,460000.0,3450.12,29,86,2017-04-29 09:10:25.975172,2017-04-29 09:10:26.006708
932,50.0,290910.6,334380.0,4648.751388,4,473,2017-05-28 10:24:13.150227,2017-05-28 10:24:13.155918
812,37.5,207367.425,242535.0,3313.7314515,6,309,2017-05-15 06:31:31.72753,2017-05-15 06:31:31.732232
693,75.0,422429.25,494070.0,6750.419415,101,397,2017-05-06 16:58:08.249979,2017-05-06 16:58:08.255259
694,25.0,140809.75,164690.0,2250.139805,57,397,2017-05-06 16:58:08.263144,2017-05-06 16:58:08.267753
933,50.0,290910.6,334380.0,4648.751388,27,473,2017-05-28 10:24:13.161926,2017-05-28 10:24:13.165532
1020,100.0,504673.2,560748.0,2371.96404,37,506,2017-06-04 11:55:08.644721,2017-06-04 11:55:08.652805
144,100.0,486720.0,540800.0,4575.17,37,88,2017-04-29 09:10:26.285336,2017-04-29 09:10:26.326629
813,37.5,207367.425,242535.0,3313.7314515,11,309,2017-05-15 06:31:31.739988,2017-05-15 06:31:31.743598
814,12.5,69122.475,80845.0,1104.5771505,2,309,2017-05-15 06:31:31.748168,2017-05-15 06:31:31.752306
815,12.5,69122.475,80845.0,1104.5771505,28,309,2017-05-15 06:31:31.757043,2017-05-15 06:31:31.761131
833,50.0,230000.0,230000.0,1729.6,39,444,2017-05-18 06:08:11.422836,2017-05-18 06:08:11.437143
145,50.0,325600.0,370000.0,4590.96,26,89,2017-04-29 09:10:26.42135,2017-04-29 09:10:26.638297
146,25.0,162800.0,185000.0,2295.48,38,89,2017-04-29 09:10:26.51332,2017-04-29 09:10:26.640848
147,25.0,162800.0,185000.0,2295.48,7,89,2017-04-29 09:10:26.595672,2017-04-29 09:10:26.642198
834,50.0,230000.0,230000.0,1729.6,37,444,2017-05-18 06:08:11.458174,2017-05-18 06:08:11.471526
783,100.0,576601.2,662760.0,9214.087176,58,428,2017-05-13 11:22:49.588778,2017-05-13 11:22:49.592874
149,75.0,322500.0,322500.0,2418.83,7,91,2017-04-29 09:10:26.878973,2017-04-29 09:10:27.007706
150,25.0,107500.0,107500.0,806.28,38,91,2017-04-29 09:10:26.960972,2017-04-29 09:10:27.009845
153,50.0,385942.5,454050.0,6167.36,1,94,2017-04-29 09:10:27.38004,2017-04-29 09:10:27.494746
154,50.0,385942.5,454050.0,6167.36,48,94,2017-04-29 09:10:27.460082,2017-04-29 09:10:27.496146
155,100.0,478620.0,531800.0,4499.03,37,95,2017-04-29 09:10:27.575631,2017-04-29 09:10:27.604677
156,100.0,527220.0,585800.0,4955.87,37,96,2017-04-29 09:10:27.684173,2017-04-29 09:10:27.721796
157,100.0,480420.0,533800.0,4515.95,37,97,2017-04-29 09:10:27.806199,2017-04-29 09:10:27.839256
158,100.0,484920.0,538800.0,4558.25,37,98,2017-04-29 09:10:27.919807,2017-04-29 09:10:27.948457
159,100.0,477720.0,530800.0,4490.57,37,99,2017-04-29 09:10:28.035044,2017-04-29 09:10:28.080762
160,100.0,492000.0,545550.0,3690.13,13,100,2017-04-29 09:10:28.164998,2017-04-29 09:10:28.197748
161,100.0,729470.0,858200.0,11656.93,14,101,2017-04-29 09:10:28.280241,2017-04-29 09:10:28.312076
718,50.0,423284.85,495070.0,6764.091903,80,409,2017-05-08 09:43:40.334202,2017-05-08 09:43:40.345331
719,25.0,211642.425,247535.0,3382.0459515,5,409,2017-05-08 09:43:40.361539,2017-05-08 09:43:40.369211
163,50.0,276584.9,325394.0,4419.83,36,103,2017-04-29 09:10:28.495594,2017-04-29 09:10:28.607951
164,50.0,276584.9,325394.0,4419.83,49,103,2017-04-29 09:10:28.575452,2017-04-29 09:10:28.609539
720,12.5,105821.2125,123767.5,1691.02297575,1,409,2017-05-08 09:43:40.379821,2017-05-08 09:43:40.387259
165,100.0,754545.0,887700.0,12057.63,27,104,2017-04-29 09:10:28.698452,2017-04-29 09:10:28.749818
721,12.5,105821.2125,123767.5,1691.02297575,18,409,2017-05-08 09:43:40.400561,2017-05-08 09:43:40.410113
816,25.0,351549.5,439437.0,4956.84795,28,346,2017-05-15 06:36:28.724536,2017-05-15 06:36:28.731321
817,25.0,351549.5,439437.0,4956.84795,2,346,2017-05-15 06:36:28.738287,2017-05-15 06:36:28.743772
818,50.0,703099.0,878874.0,9913.6959,8,346,2017-05-15 06:36:28.750368,2017-05-15 06:36:28.75531
744,75.0,421358.4,484320.0,6733.307232,48,416,2017-05-10 09:28:57.189785,2017-05-10 09:28:57.195625
166,25.0,184258.75,216775.0,2944.45,28,105,2017-04-29 09:10:28.837109,2017-04-29 09:10:29.035978
167,25.0,184258.75,216775.0,2944.45,2,105,2017-04-29 09:10:28.920316,2017-04-29 09:10:29.037316
168,50.0,368517.5,433550.0,5888.91,4,105,2017-04-29 09:10:29.002006,2017-04-29 09:10:29.038665
835,75.0,366900.0,407666.25,2759.088,23,445,2017-05-18 13:05:08.505654,2017-05-18 13:05:08.514897
745,12.5,70226.4,80720.0,1122.217872,1,416,2017-05-10 09:28:57.209445,2017-05-10 09:28:57.218986
1021,100.0,504673.2,560748.0,2371.96404,37,507,2017-06-04 11:55:09.669295,2017-06-04 11:55:09.678478
746,12.5,70226.4,80720.0,1122.217872,18,416,2017-05-10 09:28:57.22761,2017-05-10 09:28:57.233041
784,100.0,400000.0,420000.0,3008.0,13,429,2017-05-14 03:00:57.095268,2017-05-14 03:00:57.101979
785,100.0,718960.0,817000.0,10137.336,13,430,2017-05-14 03:12:16.8118,2017-05-14 03:12:16.817304
171,50.0,200000.0,210000.0,1500.05,13,107,2017-04-29 09:10:29.318647,2017-04-29 09:10:29.431087
172,50.0,200000.0,210000.0,1500.05,41,107,2017-04-29 09:10:29.396789,2017-04-29 09:10:29.432467
786,25.0,178200.0,202500.0,2512.62,13,431,2017-05-14 03:15:48.744266,2017-05-14 03:15:48.749731
787,50.0,356400.0,405000.0,5025.24,7,431,2017-05-14 03:15:48.760973,2017-05-14 03:15:48.766202
788,25.0,178200.0,202500.0,2512.62,36,431,2017-05-14 03:15:48.772489,2017-05-14 03:15:48.777444
173,50.0,230000.0,230000.0,1725.06,51,108,2017-04-29 09:10:29.512717,2017-04-29 09:10:29.624683
174,50.0,230000.0,230000.0,1725.06,39,108,2017-04-29 09:10:29.59077,2017-04-29 09:10:29.626071
175,50.0,234850.0,260350.0,1761.44,32,109,2017-04-29 09:10:29.708408,2017-04-29 09:10:29.830816
176,50.0,234850.0,260350.0,1761.44,35,109,2017-04-29 09:10:29.790842,2017-04-29 09:10:29.832211
177,100.0,731510.0,860600.0,11689.53,52,110,2017-04-29 09:10:29.913815,2017-04-29 09:10:29.943251
178,37.5,172125.0,191250.0,1290.98,13,111,2017-04-29 09:10:30.022501,2017-04-29 09:10:30.134267
179,62.5,286875.0,318750.0,2151.64,50,111,2017-04-29 09:10:30.100484,2017-04-29 09:10:30.135657
182,100.0,807075.0,949500.0,12897.06,53,113,2017-04-29 09:10:30.448344,2017-04-29 09:10:30.495524
183,100.0,783785.0,922100.0,12524.88,53,114,2017-04-29 09:10:30.5907,2017-04-29 09:10:30.651476
935,25.0,179612.25,216400.0,2870.203755,216,474,2017-05-28 23:12:14.637932,2017-05-28 23:12:14.641184
184,100.0,766445.0,901700.0,12247.79,53,115,2017-04-29 09:10:30.742719,2017-04-29 09:10:30.780889
936,75.0,538836.75,649200.0,8610.611265,217,474,2017-05-28 23:12:14.649296,2017-05-28 23:12:14.65358
836,100.0,629600.0,629600.0,4734.592,23,116,2017-05-18 13:34:23.451559,2017-05-18 13:34:23.46107
747,50.0,382117.5,449550.0,6106.23765,2,417,2017-05-10 09:41:42.159593,2017-05-10 09:41:42.171096
186,100.0,637920.0,708800.0,5996.45,37,117,2017-04-29 09:10:31.039993,2017-04-29 09:10:31.080441
748,50.0,382117.5,449550.0,6106.23765,28,417,2017-05-10 09:41:42.180917,2017-05-10 09:41:42.188222
789,75.0,344250.0,382500.0,2588.76,29,432,2017-05-14 04:27:28.433948,2017-05-14 04:27:28.440775
790,25.0,114750.0,127500.0,862.92,7,432,2017-05-14 04:27:28.451654,2017-05-14 04:27:28.459022
187,50.0,367200.0,408000.0,8629.2,54,118,2017-04-29 09:10:31.1667,2017-04-29 09:10:31.566356
188,50.0,367200.0,408000.0,8629.2,55,118,2017-04-29 09:10:31.31532,2017-04-29 09:10:31.567968
189,50.0,347055.0,408300.0,5545.94,8,119,2017-04-29 09:10:31.661252,2017-04-29 09:10:31.796049
190,50.0,347055.0,408300.0,5545.94,3,119,2017-04-29 09:10:31.748103,2017-04-29 09:10:31.797422
195,100.0,448000.0,448000.0,3360.12,23,121,2017-04-29 09:10:32.358405,2017-04-29 09:10:32.398013
197,43.8,317283.75,373275.0,5070.19,2,123,2017-04-29 09:10:32.588262,2017-04-29 09:10:32.89853
198,43.8,317283.75,373275.0,5070.19,28,123,2017-04-29 09:10:32.668227,2017-04-29 09:10:32.900797
199,6.3,45326.25,53325.0,724.31,6,123,2017-04-29 09:10:32.754458,2017-04-29 09:10:32.903133
200,6.25,45326.25,53325.0,724.31,11,123,2017-04-29 09:10:32.84199,2017-04-29 09:10:32.905177
201,50.0,230000.0,230000.0,1725.06,26,124,2017-04-29 09:10:32.993207,2017-04-29 09:10:33.232732
202,50.0,230000.0,230000.0,1725.06,56,124,2017-04-29 09:10:33.165535,2017-04-29 09:10:33.235416
203,100.0,775625.0,912500.0,12394.49,57,125,2017-04-29 09:10:33.33219,2017-04-29 09:10:33.377002
706,50.0,234500.0,260000.0,1763.44,13,404,2017-05-07 16:07:03.251796,2017-05-07 16:07:03.260193
204,100.0,701590.0,825400.0,11211.41,58,126,2017-04-29 09:10:33.464142,2017-04-29 09:10:33.508111
707,50.0,234500.0,260000.0,1763.44,187,404,2017-05-07 16:07:03.274834,2017-05-07 16:07:03.285092
724,37.5,222750.375,256035.0,3559.5509925,48,407,2017-05-08 15:12:51.10885,2017-05-08 15:12:51.120181
205,100.0,712470.0,838200.0,11385.27,58,127,2017-04-29 09:10:33.602929,2017-04-29 09:10:33.639499
725,37.5,222750.375,256035.0,3559.5509925,87,407,2017-05-08 15:12:51.140847,2017-05-08 15:12:51.155831
206,100.0,469620.0,521800.0,4414.43,37,128,2017-04-29 09:10:33.742985,2017-04-29 09:10:33.779425
726,12.5,74250.125,85345.0,1186.5169975,1,407,2017-05-08 15:12:51.188948,2017-05-08 15:12:51.225573
727,12.5,74250.125,85345.0,1186.5169975,18,407,2017-05-08 15:12:51.261377,2017-05-08 15:12:51.281395
937,50.0,230000.0,230000.0,1729.6,39,475,2017-05-28 23:55:26.144649,2017-05-28 23:55:26.148528
749,75.0,639540.75,735105.0,10219.861185,21,418,2017-05-10 13:31:22.244852,2017-05-10 13:31:22.252442
750,12.5,106590.125,122517.5,1703.3101975,4,418,2017-05-10 13:31:22.268025,2017-05-10 13:31:22.274963
751,12.5,106590.125,122517.5,1703.3101975,3,418,2017-05-10 13:31:22.292566,2017-05-10 13:31:22.302925
938,50.0,230000.0,230000.0,1729.6,37,475,2017-05-28 23:55:26.152973,2017-05-28 23:55:26.156442
209,25.0,117250.0,117250.0,879.41,23,131,2017-04-29 09:10:34.097428,2017-04-29 09:10:34.216453
210,75.0,351750.0,351750.0,2638.22,59,131,2017-04-29 09:10:34.176753,2017-04-29 09:10:34.218012
213,75.0,350700.0,388950.0,2630.34,29,133,2017-04-29 09:10:34.488443,2017-04-29 09:10:34.606232
214,25.0,116900.0,129650.0,876.78,7,133,2017-04-29 09:10:34.569467,2017-04-29 09:10:34.608096
215,100.0,613620.0,681800.0,5768.03,37,134,2017-04-29 09:10:34.709574,2017-04-29 09:10:34.74267
216,100.0,1040007.2,1300009.0,14664.1,58,135,2017-04-29 09:10:34.832652,2017-04-29 09:10:34.874093
217,100.0,1047084.8,1308856.0,14763.9,58,136,2017-04-29 09:10:34.970512,2017-04-29 09:10:35.015944
218,50.0,399032.5,469450.0,6376.54,2,137,2017-04-29 09:10:35.110951,2017-04-29 09:10:35.252088
219,50.0,399032.5,469450.0,6376.54,28,137,2017-04-29 09:10:35.201455,2017-04-29 09:10:35.254279
220,50.0,241300.0,268100.0,1809.81,29,138,2017-04-29 09:10:35.44756,2017-04-29 09:10:35.607168
221,50.0,241300.0,268100.0,1809.81,24,138,2017-04-29 09:10:35.559254,2017-04-29 09:10:35.609044
223,100.0,476820.0,529800.0,4482.11,37,140,2017-04-29 09:10:35.80298,2017-04-29 09:10:35.847761
224,100.0,471742.0,523800.0,4434.37,37,141,2017-04-29 09:10:35.94551,2017-04-29 09:10:35.983512
225,75.0,486420.0,552750.0,6858.52,41,142,2017-04-29 09:10:36.074605,2017-04-29 09:10:36.201783
226,25.0,162140.0,184250.0,2286.17,26,142,2017-04-29 09:10:36.160556,2017-04-29 09:10:36.204025
227,100.0,279450.0,310500.0,3152.2,41,143,2017-04-29 09:10:36.315918,2017-04-29 09:10:36.369855
839,25.0,425263.0,531578.75,5996.2083,2,447,2017-05-19 06:33:23.166678,2017-05-19 06:33:23.175089
228,100.0,497200.0,550750.0,3729.13,13,144,2017-04-29 09:10:36.457627,2017-04-29 09:10:36.503067
840,25.0,425263.0,531578.75,5996.2083,28,447,2017-05-19 06:33:23.190408,2017-05-19 06:33:23.199975
841,50.0,850526.0,1063157.5,11992.4166,27,447,2017-05-19 06:33:23.215779,2017-05-19 06:33:23.224727
229,50.0,233400.0,233400.0,1750.56,60,145,2017-04-29 09:10:36.612344,2017-04-29 09:10:36.761064
230,50.0,233400.0,233400.0,1750.56,29,145,2017-04-29 09:10:36.707891,2017-04-29 09:10:36.763224
231,75.0,367875.0,408000.0,2759.16,29,146,2017-04-29 09:10:36.85229,2017-04-29 09:10:37.110954
232,25.0,122625.0,136000.0,919.72,7,146,2017-04-29 09:10:36.963437,2017-04-29 09:10:37.115731
233,75.0,344775.0,383025.0,2585.9,32,147,2017-04-29 09:10:37.286673,2017-04-29 09:10:37.420341
234,25.0,114925.0,127675.0,861.97,35,147,2017-04-29 09:10:37.376985,2017-04-29 09:10:37.422312
235,100.0,586532.0,683800.0,5513.4,37,148,2017-04-29 09:10:37.508109,2017-04-29 09:10:37.561133
239,45.0,268955.64,314568.0,4297.91,2,151,2017-04-29 09:10:38.063607,2017-04-29 09:10:38.322781
240,45.0,268955.64,314568.0,4297.91,28,151,2017-04-29 09:10:38.148855,2017-04-29 09:10:38.327982
241,10.0,59767.92,69904.0,955.09,36,151,2017-04-29 09:10:38.236993,2017-04-29 09:10:38.329935
242,50.0,310156.0,370000.0,4373.2,23,152,2017-04-29 09:10:38.417356,2017-04-29 09:10:38.477794
243,100.0,476200.0,529111.0,3571.62,23,153,2017-04-29 09:10:38.623735,2017-04-29 09:10:38.665279
244,50.0,230900.0,256400.0,1731.81,32,154,2017-04-29 09:10:38.781682,2017-04-29 09:10:38.906427
245,50.0,230900.0,256400.0,1731.81,7,154,2017-04-29 09:10:38.870404,2017-04-29 09:10:38.907788
246,100.0,400000.0,420000.0,3000.1,61,155,2017-04-29 09:10:38.994194,2017-04-29 09:10:39.070344
247,100.0,489000.0,542600.0,3667.63,29,156,2017-04-29 09:10:39.161131,2017-04-29 09:10:39.193898
248,90.0,534833.28,625536.0,8546.64,49,157,2017-04-29 09:10:39.284756,2017-04-29 09:10:39.411472
249,10.0,59425.92,69504.0,949.63,36,157,2017-04-29 09:10:39.366594,2017-04-29 09:10:39.41369
250,50.0,293709.6,343520.0,4693.48,62,158,2017-04-29 09:10:39.500815,2017-04-29 09:10:39.699624
251,40.0,234967.68,274816.0,3754.78,63,158,2017-04-29 09:10:39.584058,2017-04-29 09:10:39.701029
252,10.0,58741.92,68704.0,938.7,36,158,2017-04-29 09:10:39.663608,2017-04-29 09:10:39.702393
253,90.0,607935.6,711036.0,9714.81,62,159,2017-04-29 09:10:39.782484,2017-04-29 09:10:39.910497
254,10.0,67548.4,79004.0,1079.42,36,159,2017-04-29 09:10:39.867616,2017-04-29 09:10:39.91234
255,37.5,227977.2,266640.0,3643.08,64,160,2017-04-29 09:10:40.001481,2017-04-29 09:10:40.302153
256,37.5,227977.2,266640.0,3643.08,65,160,2017-04-29 09:10:40.084602,2017-04-29 09:10:40.304248
257,15.0,91190.88,106656.0,1457.23,4,160,2017-04-29 09:10:40.163213,2017-04-29 09:10:40.305733
258,10.0,60793.92,71104.0,971.49,36,160,2017-04-29 09:10:40.25227,2017-04-29 09:10:40.307466
